text,airline_sentiment_new_score
gracias,1
gobierno,0
rapido,1
entregarle,1
rutas,0
low,1
cost,0
iberia,0
socia,0
makri,0
tourisme,0
aerien,0
iberia,0
inaugure,0
lounge,0
velazquez,0
gt,0
iberia,0
tourisme,0
si,1
pagas,1
mil,1
euros,0
vuelo,0
si,1
sirven,0
brownie,0
envuelto,0
xd,-1
ahora,1
ryanair,0
seis,0
horas,0
retraso,-1
vuelo,0
sevilla,0
barcelona,0
lamentable,-1
coja,0
usted,0
mismo,1
maleta,0
tirela,0
agujero,0
listo,1
vayamierdadeaerolinea,-1
hagais,0
caso,-1
gilipollas,0
conocido,0
coruna,0
jetas,0
by,0
hijos,0
puta,-1
permitido,1
ley,1
vez,0
pais,0
indigno,-1
paso,0
dias,0
podemos,1
decir,0
malas,-1
decisiones,0
ana,0
bull,0
iberia,0
tercera,0
ojala,-1
ahora,1
s,0
finales,1
diciembre,0
vuelos,0
ruta,0
londresasturias,0
siguen,0
disponibles,1
s,0
puede,1
ayudar,1
obligar,-1
respuesta,0
regresan,0
equipaje,0
q,0
linea,0
directa,1
ryanair,0
larga,1
lista,1
empresas,0
estafan,-1
meneame,0
torno,0
milano,0
motivadora,1
espera,-1
cambio,-1
avion,0
hacen,0
cosa,0
siguiente,0
saben,1
denuncia,-1
indemniza,1
mas,1
da,0
billete,1
ryanair,0
busca,-1
profesionales,0
centro,1
innovacion,1
digital,0
madrid,0
si,1
vuelo,0
dijeron,0
hoja,0
papel,0
telefonos,0
buscarte,0
vida,1
senores,0
haced,0
vuelo,0
ib,0
salga,0
mas,1
tarde,-1
lleguen,1
barcelona,0
ib,0
tie,0
capacidad,1
manipulacion,0
lenguaje,0
digno,1
tesis,0
doctoral,0
hice,1
mas,1
vuelos,0
siempre,0
ptos,0
ahora,1
cancelaciones,-1
miedo,-1
s,0
voy,1
cracovia,0
ryanair,0
primera,1
vez,0
viajo,0
avion,0
invierno,1
ser,1
ryanair,0
ver,0
si,1
creo,-1
solo,-1
esten,0
aviones,0
iberia,0
retraso,-1
contacta,0
elreclamador,0
bien,1
si,1
quieres,1
paso,0
mails,0
privado,1
regreso,-1
espero,-1
material,0
pagina,0
felipe,0
mitad,-1
pago,-1
bussines,0
mio,1
q,0
errores,-1
hacer,0
checkin,1
piden,0
meter,1
dos,0
apellidosvuelo,0
gatwickmadrida,0
numero,0
q,0
llamargracias,0
video,0
cansado,-1
esperar,-1
hombre,0
mejor,1
idea,0
sentarse,0
protestar,-1
alas,0
iberia,0
tras,0
mes,0
solicitarlos,0
peor,-1
pasa,-1
siempre,0
tweet,0
enviado,1
aqui,0
gracias,1
debe,0
ser,1
unico,1
empleado,0
ryanair,0
odia,-1
vida,1
quedevuelvanlapastadelvuelo,-1
k,0
hu,0
iran,0
cogido,-1
ryanair,0
k,0
mas,1
barato,1
nefastos,-1
habeis,1
puesto,0
asiento,0
diferente,0
acompanante,0
vuelo,0
horas,0
manana,0
conlleva,0
ir,0
aeropuerto,0
companias,0
puedo,1
llevarlo,0
impreso,0
movil,0
aqui,0
vez,0
despues,1
tiempo,0
acordarme,0
existencia,0
pone,1
abrigos,0
level,0
lowcost,1
propone,0
hacer,0
check,1
in,0
online,0
caida,-1
pagina,0
llamas,0
hacer,0
muchas,1
gracias,1
llegamos,1
aeropuerto,0
haber,1
dormido,0
despues,1
ap,0
p,0
llevo,1
mes,0
haciendo,0
ejercicio,0
habia,1
perdido,-1
kilos,0
haciendo,0
ejercicio,0
comiendo,1
bien,1
creo,-1
dos,0
comprar,-1
vuelos,0
ryanair,0
ofertas,1
medio,-1
europa,0
menos,-1
euros,0
pues,0
ahi,0
felicitaciones,1
anos,1
cierto,0
enero,0
cumplo,0
ano,1
perdieron,-1
m,0
ryanair,0
transavia,0
estan,0
tiran,-1
pues,0
podeis,1
imaginar,0
venden,0
mas,1
billetes,1
plazas,0
incertidumbre,-1
lista,1
pagina,0
web,0
iberia,0
agencia,0
compre,-1
vuelo,0
operado,1
vueling,0
anularon,-1
regreso,-1
destino,1
iberia,0
compania,0
economica,0
pesima,-1
pasa,-1
rato,-1
contactais,0
poder,1
responder,1
usuarios,0
futuro,1
ahora,1
entiendo,1
menos,-1
telefono,0
iberia,0
sabe,1
iberia,0
presentan,0
tal,0
volar,0
ryanair,0
pasear,0
ramblas,0
barcelona,0
bamos,0
iberia,0
hoi,0
gana,1
si,1
si,1
intentando,1
localizar,0
maleta,0
retirada,-1
aeropuerto,0
muc,0
pasado,-1
dndquien,0
dirijo,0
iberia,0
sigue,0
puteando,-1
equipaje,0
unas,0
ganas,1
brutales,1
seguir,0
volando,0
pues,0
embarque,0
durado,0
minutos,0
veo,0
ayude,1
agilidad,1
ayuda,1
seguro,0
lastima,-1
alzaron,0
alas,0
venezuela,0
felicidades,1
anos,1
dicen,0
faciles,1
sabemos,1
llevo,1
minutos,0
intentando,1
hacer,0
consulta,-1
telefonica,0
reserva,1
contestan,0
pueden,1
ayudarme,1
gracias,1
corri,0
barajas,0
agarrar,0
conexion,1
despues,1
iberia,0
cancelara,-1
primer,1
vuelo,0
toca,0
dar,0
paseo,0
panama,0
iberia,0
operara,1
airbus,0
vuelos,0
madridsantandermadrid,0
salvo,1
primero,1
ultimo,-1
dia,0
alguien,0
viajado,0
iberia,0
aeropuerto,0
barajas,0
tal,0
tal,0
aerolinea,0
ninguna,-1
duda,-1
vuelo,0
alguer,0
ryanair,0
italia,0
escandaloso,-1
vamos,1
llegar,1
empleo,0
ryanair,0
penoso,-1
economia,0
sigue,0
pie,0
huelga,-1
jueves,0
aeropuerto,0
prat,0
van,1
salir,0
vuelos,0
madrid,0
gracias,1
hola,0
necesito,-1
hacer,0
par,0
consultas,0
reserva,1
despega,0
aerofotofest,0
montevideo,0
uruguay,0
demas,0
lineasaereas,0
bicis,0
plegables,0
patines,0
patinetes,0
ej,0
pedian,0
alemas,0
trabajar,0
biologo,0
unas,0
salinas,0
ryanair,0
estudiamos,0
cosa,0
si,1
conversacion,0
md,0
diciembre,0
recomendasteis,0
pena,-1
gobierno,0
nicaragua,0
da,0
conocer,0
vuelos,0
iberia,0
promocion,1
pais,0
traves,0
estrategia,1
h,0
pues,0
ano,1
pasado,-1
debi,0
coger,-1
vuelos,0
ryanair,0
exagerar,-1
nunca,-1
hicieron,1
si,1
tambien,1
iberia,0
conecta,1
todavia,0
esperando,-1
n,0
ccoo,0
consigue,1
espana,0
primer,1
pais,0
europeo,0
ryanair,0
comience,0
negociaciones,0
convenio,1
hace,0
anos,1
vole,0
madrid,0
iberia,0
avion,0
salio,0
cielo,0
tenia,0
ser,1
ryanair,0
luego,-1
seguro,0
pasajero,0
millones,0
ido,0
reclamar,-1
cobraron,-1
checking,1
q,0
margen,0
marca,1
bien,1
colocado,0
digamos,1
cuenta,0
pr,0
nosecuantos,-1
vuelos,0
seguidos,0
ningun,-1
problema,-1
primero,1
meses,0
estais,0
liando,-1
puto,-1
desastre,-1
llego,1
ademas,1
obligaron,-1
facturar,0
falta,-1
espacio,0
cabina,0
mira,0
gracia,1
abri,0
reclamacion,-1
aerolinea,0
sonora,0
podcast,0
resulta,1
union,1
celebrar,1
decadas,0
l,0
reclamar,-1
vuelo,0
huelga,-1
personal,0
tierra,0
ryanair,0
diciembre,0
cada,0
vez,0
mas,1
asientos,0
mas,1
gente,0
vuelos,0
rodillas,0
asiento,0
delante,1
sardinasenlata,0
detenido,-1
malaga,0
bajarse,-1
avion,0
ryanair,0
ala,0
siguen,0
darte,1
solucion,1
verguenza,-1
cada,0
vez,0
acercan,0
mas,1
lowcost,1
h,0
pasajero,0
sale,1
alas,0
avion,0
ryanair,0
tras,0
aterrizar,1
malaga,0
quiero,1
imaginar,0
estaran,0
pasajeros,0
volaron,0
mismo,1
dia,0
hicieron,1
escal,0
guias,0
destinos,1
visitar,0
ninos,0
gusta,1
volar,0
familiaabordo,0
buen,1
destino,1
encanto,1
nunk,0
viajado,0
iberia,0
tal,0
leido,0
ryanair,0
buenas,1
tardes,0
realizado,1
prereserva,1
hecho,1
cargo,-1
euros,0
recibido,0
ningun,-1
codig,0
hostia,-1
norwegian,0
salia,0
mas,1
barato,1
iberia,0
iberia,0
pone,1
mira,0
enormes,0
margenes,0
amadeus,0
reportur,0
gds,0
reservas,1
estupendo,1
enhorabuena,0
ahora,1
vais,0
perdeis,-1
maletas,0
ahi,0
salen,0
dibujos,0
explicacion,0
podeis,1
contestarme,0
teneis,0
md,0
urgente,-1
quieren,1
indique,0
estan,0
depositos,0
valijas,0
extraviadas,-1
ustedes,0
barajas,0
ahi,0
ustedes,0
saben,1
ryanair,0
chorros,0
hdp,-1
maleta,0
mano,0
q,0
pague,-1
tickets,0
maleta,0
mas,1
puntos,0
iberia,0
piloto,0
paises,0
tres,0
lenguas,0
oficiales,0
quejan,-1
punto,0
vuelo,0
hoy,0
oviedo,0
dos,0
angeles,1
cabina,0
pilotos,0
frescos,0
divertidos,1
creativos,1
mas,1
pone,1
reclamacion,-1
retraso,-1
vuelo,0
pierdes,-1
siguientes,0
conexiones,1
dia,0
trab,0
mismo,1
vuelos,0
internos,0
tren,0
caso,-1
seria,-1
salgan,0
mas,1
baratos,1
ryanair,0
correcto,1
si,1
hiciera,0
probare,1
nuevo,1
gracias,1
realidad,1
demuestra,-1
totalmente,0
contrario,-1
vivi,1
peor,-1
experiencia,0
vida,1
huracan,0
irma,0
gracias,1
iberia,0
vinos,0
espanoles,0
vuelos,0
salas,0
vip,0
iberia,0
aviones,0
siempre,0
hace,0
calor,0
gustado,1
video,0
ryanair,0
passenger,0
jumps,0
out,0
emergency,0
exit,0
in,0
malaga,0
boeing,0
vuelo,0
pasa,-1
razon,1
salido,0
tarde,-1
aeropuerto,0
gran,1
explicacion,0
bravo,1
ahora,1
si,1
sale,1
muchas,1
gracias,1
saludos,1
estimad,0
latam,0
derivo,-1
ustedes,0
responsables,1
venta,1
entonces,0
hola,0
vuelo,0
arribo,0
ezeiza,0
manana,0
figura,0
cancelado,-1
pagina,0
aeropuertos,0
p,0
letra,0
pequena,0
indica,1
motivos,1
huelga,-1
ven,0
obligados,-1
compensar,1
clie,0
nuevo,1
aviso,1
tripulacion,0
informa,1
ahora,1
pista,0
condiciones,-1
cabreo,0
pasaj,0
iberia,0
lanza,1
primera,1
campana,0
ano,1
vuelos,0
nacionales,0
euros,0
eeuu,0
euros,0
repercutira,0
ahora,1
vuelan,0
menos,-1
hace,0
cinco,0
anos,1
informacion,1
erronea,0
vuelo,0
iberia,0
an,0
tambien,1
espero,-1
despues,1
dias,0
apunta,0
algun,-1
fallo,-1
humano,0
inicio,0
va,0
aparecer,1
hicimos,0
vamos,1
british,0
volvemos,1
iberia,0
emocion,0
gracias,1
aunque,-1
pasado,-1
iberia,0
tambien,1
explicacion,0
principales,1
accionistas,1
ryanair,0
wizzair,0
paso,0
mostrar,0
datos,0
hilo,0
p,0
permite,1
telefono,0
atencion,1
gratuito,1
indefension,-1
cliente,0
negocio,0
redondo,0
iberia,0
vueling,0
flipando,0
ofertas,1
malo,-1
gente,0
mas,1
rapida,1
agotado,-1
necesito,-1
entregar,1
noticia,0
urgente,-1
pasajero,0
volando,0
puedo,1
hacerlo,0
asi,0
primer,1
vuelo,0
hace,0
snos,0
agradecimiento,1
tripulaciones,0
iboct,0
ibnov,0
magnifico,0
trato,0
dispensado,0
bordo,0
odio,-1
siempre,0
tan,0
nefasto,-1
portal,0
web,0
nunca,-1
acepta,1
pagos,0
ninguna,-1
tarjeta,0
mana,0
pagar,1
cobrar,-1
hola,0
puedo,1
pasar,0
avios,0
cuenta,0
vueling,0
club,0
cuenta,0
llevo,1
rato,-1
intentando,1
imu,0
ryanair,0
imu,0
flixbus,0
imu,0
nino,0
pakistan,0
pase,0
navidad,0
mas,1
triste,-1
vida,1
menos,-1
quedo,1
anecdota,0
aqui,0
ningun,-1
sitio,0
solo,-1
mandan,0
mensajes,0
aeropuerto,0
tampoco,-1
contestan,0
uste,0
manera,0
aclararse,1
retraso,-1
app,0
dice,0
mostrador,0
cu,0
mitad,-1
vuelo,0
comandante,0
ryanair,0
comunica,0
aeropuerto,0
destino,1
sido,0
cancelado,-1
x,0
hue,0
conseguir,0
asientos,0
pago,-1
forma,0
gratuita,0
ryanair,0
noticias,0
norwegian,0
desafia,-1
iberia,0
lanza,1
vuelos,0
madrid,0
eeuu,0
prepara,1
asalto,-1
latinoamerica,0
quiero,1
parecer,0
alguien,0
admirable,1
respetable,1
haciendo,0
trabajo,0
accidente,-1
spanair,0
hola,0
puedo,1
poner,1
reclamacion,-1
ryanair,0
vende,0
billetes,1
cinco,0
euros,0
jueves,0
buenos,1
dias,0
great,0
pic,0
problemas,-1
iberia,0
podria,1
contar,0
largo,1
tendido,0
cellista,0
jesus,1
intencion,0
seguir,0
ampliando,1
destinos,1
esperan,-1
abrir,1
ruta,0
directa,1
madridpanama,0
hola,0
dia,0
pude,1
volar,0
bhx,0
mad,0
puedo,1
solicitar,0
reembolso,-1
tasas,0
muchas,1
gracias,1
felices,1
fiestas,1
puede,1
pagar,1
reserva,1
vuelo,0
avios,0
gracias,1
atrevete,0
disfrutar,1
viaje,0
vida,1
ryanair,0
aviva,0
espabolsa,0
querido,1
final,1
va,0
tener,0
menu,0
vegetariano,0
tendra,0
comer,1
galletitas,0
lamentable,-1
atencion,1
azafatas,0
pedir,1
vaso,0
agua,0
entregan,1
m,0
volando,0
vente,0
maleta,0
grande,1
pequena,0
meten,1
bodega,0
llegar,1
avion,0
engano,-1
s,0
semana,0
pasada,-1
sigo,0
respuesta,0
ryanair,0
poniendo,1
villancicos,0
avion,0
asi,0
viaja,0
feliz,1
igual,1
buenas,1
noches,1
puede,1
confirmarme,1
reserva,1
sido,0
cancelada,-1
automaticamente,0
imagino,0
mexico,0
maletas,0
perdidas,-1
personal,0
da,0
informacion,1
paso,0
semana,0
cada,0
vez,0
dicen,0
ryanair,0
megafonia,0
pronuncian,0
distinto,-1
rianer,0
riyaner,0
rayaner,0
ryanair,0
ofrece,1
billetes,1
euros,0
via,0
favor,1
incertidumbre,-1
buena,1
companera,1
avisan,1
via,0
mail,0
huelga,-1
fuertaventura,0
travelthursday,0
teneis,0
verguenza,-1
conoceis,0
cambiais,0
vuelo,0
parte,0
joderme,-1
viaje,0
recuperar,1
di,0
si,1
mirando,0
directamente,1
web,0
iberia,0
seria,-1
viajar,0
agosto,0
tenerife,0
barcelona,0
hola,0
biscamos,0
libro,0
olvidado,-1
vuelo,0
ib,0
santiago,0
madrid,0
llame,0
p,0
confiemos,1
aerolinea,0
vuelva,0
tarde,-1
temprano,0
acabo,-1
sacar,0
billetes,1
movil,0
mira,0
sale,1
dicen,0
cod,0
reserva,1
x,0
email,0
tampo,0
hisjos,0
putas,-1
bici,0
colombiano,0
nunca,-1
van,1
devolver,1
reclamaciones,-1
servicio,0
iberia,0
gusto,1
publicidad,0
iberia,0
opinion,1
iberia,0
relindos,0
ib,0
mexico,0
nov,0
limpieza,0
avion,0
deja,-1
bastante,1
desear,0
lavabos,0
estan,0
raidos,0
pena,-1
businessclass,0
madre,1
mia,1
iberia,0
perfecto,1
muchas,1
gracias,1
esperemos,-1
manana,0
solucionado,1
saludo,1
ryanair,0
reconocera,1
sindicatos,0
pilotos,0
evitar,-1
huelgas,-1
notextanddrive,0
ryanair,0
existe,0
tripulacion,0
menos,-1
cabina,0
pasajeros,0
unico,1
camareros,0
avion,0
anos,1
antiguedad,0
entregado,1
ryanair,0
dos,0
meses,0
incidencia,-1
inadmisible,-1
llegado,1
punto,0
empresa,0
deberia,0
gestionar,-1
tema,0
manualmente,0
rafa,0
tan,0
rata,0
puedes,1
saber,1
destinos,1
vuela,0
ryanair,0
repasando,1
fotos,0
vacaciones,0
chicos,0
ganarse,1
dinero,1
pp,0
regala,1
via,0
publicidad,0
institucional,0
aclaran,1
puto,-1
cupon,0
ryanair,0
valido,1
finales,1
mes,0
gastarmelo,0
iriais,0
ryanair,0
infinito,1
mas,1
alla,0
bastante,1
decepcionante,-1
respuesta,0
seguimos,0
siendo,0
numeros,0
lugar,0
personas,0
lastima,-1
m,0
cuidado,0
ryanair,0
jaj,1
vuelosuio,0
iberia,0
tiempo,0
hora,0
estimada,0
llegada,1
confirme,1
aerolinea,0
telf,0
thomas,0
cook,0
ryanair,0
niki,0
lauda,0
mostrado,0
interes,1
adquirir,-1
recien,1
quebrada,-1
aerolinea,0
austriaca,0
niki,0
iag,0
compra,-1
niki,0
millones,0
refuerza,0
posicion,0
iberia,0
vueling,0
palma,0
propongo,0
mantenga,0
rey,0
pague,-1
salario,0
minimo,1
acomode,1
piso,0
m,0
hace,0
pensar,0
van,1
volver,1
senores,0
final,1
pierde,-1
recomiendo,1
leer,0
caso,-1
ryanair,0
osloprometo,0
oslo,0
ciudad,0
ultimo,-1
grito,-1
ryanairstories,0
visitoslo,0
necesito,-1
hacer,0
reclamo,-1
viaje,0
bacelona,0
madrid,0
buenos,1
aires,0
dia,0
jamas,-1
atienden,0
muchas,1
gracias,1
feliz,1
ano,1
tripulaciones,0
haberme,1
pe,0
ryanair,0
hice,1
solo,-1
perfecto,1
tambien,1
use,0
vueling,0
iberia,0
express,1
easyjet,0
ultima,-1
aviones,0
medios,-1
flojos,0
tiempo,0
bien,1
gracias,1
seguir,0
cumpliendo,0
anos,1
asi,0
bien,1
ryanair,0
reclutara,0
espana,0
nuevos,1
tripulantes,0
cabina,0
toda,0
europa,0
ecobolsa,0
via,0
quejaba,-1
rayanair,0
iberia,0
metido,0
avion,0
parece,0
helicoptero,0
pequeno,0
cobraban,-1
cancelar,-1
conexion,1
grax,0
iberia,0
marca,1
bajo,-1
costo,-1
iberia,0
llegara,1
colombia,0
increible,1
tratado,0
companeros,0
iberia,0
asiento,0
libre,1
lado,0
mas,1
italia,0
abre,1
expediente,0
ryanair,0
informar,1
derechos,0
tras,0
cancelacion,-1
seleccion,0
tripulantes,0
cabina,0
sevilla,0
malaga,0
granada,0
compania,0
ryanair,0
empleo,0
acabo,-1
encontrar,1
chocolatina,0
avion,0
destino,1
tenerife,0
ve,0
volver,1
confiar,1
iberia,0
retiren,0
entonces,0
promotora,0
unicenter,0
ayer,-1
pidio,0
datos,0
diciendo,0
seguia,0
creo,-1
vamos,1
curiosa,0
intensidad,-1
noticias,0
primer,1
vuelo,0
iberia,0
vendida,0
hace,0
anos,1
tongazo,-1
bandera,0
puesta,0
perfil,0
si,1
tongazo,-1
disculpe,1
pueden,1
responder,1
mensajes,0
interno,0
deseando,0
llegar,1
casa,0
aunque,-1
ahora,1
posible,1
gracias,1
overbooking,-1
lamentable,-1
compania,0
solo,-1
ejecutiva,0
economica,0
iberia,0
tratan,0
ejecutiva,0
ryanair,0
errores,-1
bulto,-1
ahora,1
facturar,0
pagar,1
gastronomia,0
tenerife,0
organizo,0
cata,0
vinos,0
pies,0
altitud,1
vuelo,0
iberia,0
express,1
hola,0
hoy,0
llego,1
t,0
sevilla,0
debo,0
coger,-1
vuelo,0
t,0
puedo,1
hacer,0
llegar,1
decir,0
tratamiento,1
vuelingiberia,0
ultimos,-1
dias,0
sido,0
terrible,-1
igual,1
peor,-1
pa,0
gracias,1
hacer,0
llegue,1
reencuentros,0
navidenos,0
rompeis,0
maletas,0
pagais,1
retrasais,0
vuelos,0
bueno,1
vale,0
pues,0
adios,-1
aireuropa,0
pasado,-1
ultima,-1
opcion,1
detras,-1
ryanair,0
luego,-1
olviden,-1
mostrador,0
viaje,0
especial,1
planeado,0
muuuuuchisimo,1
t,0
llevo,1
dos,0
semanas,0
llamando,0
linea,0
colombia,0
cambio,-1
averiguar,0
ver,0
si,1
puedo,1
subir,0
vue,0
estimados,0
intentando,1
hacer,0
checkin,1
online,0
vuelo,0
madridbuenos,0
aires,0
jueves,0
viajo,0
paciencia,1
sana,0
consejera,1
evitar,-1
finales,1
historia,0
ryanair,0
malagaconacento,0
ryanair,0
retrasa,-1
normativa,0
solo,-1
permitira,1
llevar,1
maleta,0
cabina,0
paguen,-1
euros,0
ryanair,0
ofrece,1
pilotos,0
subida,0
sueldo,0
momento,0
comprar,-1
asientos,0
mitad,-1
vuelo,0
aparece,1
vacio,0
solo,-1
nunca,-1
ofrece,1
juntos,1
hola,0
algun,-1
problema,-1
web,0
llevo,1
rato,-1
poder,1
acceder,1
espacio,0
cliente,0
web,0
po,0
dia,0
volamos,0
barcelona,0
despues,1
ver,0
noticias,0
huelga,-1
iberia,0
deberia,0
preocupar,-1
segundaxcdo,0
segundaxcdo,0
saludos,1
angeles,1
esperando,-1
ano,1
iberia,0
vuelvo,0
nunca,-1
debio,-1
bajar,-1
gracias,1
broma,-1
dia,0
inocentes,1
dia,0
bici,0
tratada,0
ayudarme,1
difundir,0
problemas,-1
medicos,0
puedo,1
viajar,0
quieren,1
devolverme,1
m,0
pueda,1
volar,0
navidad,0
acordare,0
trabajadores,0
precisamente,1
bien,1
mientras,0
rutas,0
nacionales,0
mas,1
euros,0
experto,0
ryanair,0
rayando,0
si,1
bolsa,0
liquidos,0
mide,0
x,0
vez,0
x,0
pasa,-1
ryanair,0
rosa,0
diez,0
larga,1
historia,0
parece,0
valija,0
dos,0
cm,0
mas,1
grande,1
puede,1
ryanair,0
envaselinando,0
pija,-1
realidad,1
vuelos,0
vigo,0
bergamo,0
conexion,1
bergamomilan,0
facil,1
escrupulos,-1
tarjetero,0
black,0
espero,-1
devuelvan,1
robado,-1
hola,0
vamos,1
llevarnos,1
bien,1
horas,0
exilio,0
work,0
ryanair,0
desploma,0
incremento,1
costes,-1
mercados,0
yeee,1
muchas,1
gracias,1
mas,1
barato,1
ir,0
belgica,0
ryanair,0
logrono,1
hice,1
prereserva,1
hace,0
unas,0
horas,0
vuelo,0
queria,1
cambiarlo,0
semana,0
siguiente,0
pierdo,-1
dinero,1
reserva,1
gracias,1
respuesta,0
intentado,1
hablar,1
companeros,0
telefono,0
aparece,1
docu,0
estais,0
madrid,0
podeis,1
envia,1
factura,0
solicite,0
hace,0
semanas,0
final,1
lindo,0
tnt,0
hd,0
publicidad,0
iberia,0
musica,1
tangohola,0
argentina,0
vuelos,0
pais,0
nombre,0
largo,1
tras,0
acortarlo,-1
q,0
puedo,1
seguir,0
xq,0
tenia,0
procesando,0
solicitud,0
intentos,1
siempre,0
mismos,1
mensajes,0
saber,1
si,1
alguien,0
recogera,0
maleta,0
azafato,0
gaditano,0
revoluciona,0
vuelos,0
ryanair,0
regresa,0
navidad,0
mueve,0
pasion,1
volar,0
gracias,1
iberia,0
foto,0
francia,0
wtf,-1
mira,0
olores,0
raros,-1
habia,1
oido,0
jamas,-1
olor,0
avion,0
ryanair,0
aun,0
pagan,-1
cuenta,0
internet,0
sres,0
directores,0
iberia,0
daran,0
algun,-1
comunicado,0
jovenes,0
memoria,0
corta,-1
asi,0
quedo,1
viasa,0
linea,0
aerea,0
orgullo,1
venezuel,0
nueva,1
sala,0
vip,0
sala,0
velazquez,0
madrid,0
union,1
diseno,0
contemporaneo,0
practicidad,1
privacidad,0
rodali,0
lleva,1
t,0
prat,0
sants,0
salia,0
h,0
h,0
maletas,0
aun,0
tema,0
menores,-1
prohibido,-1
entiendo,1
separen,0
pareja,1
adulta,-1
lcsilapagamos,0
trabajadores,0
iberia,0
castigados,-1
mala,-1
gestion,0
gentuza,0
blesa,0
bajaron,-1
sueldo,0
verdad,1
despues,1
dia,0
agradece,1
vuelo,0
nocturno,0
den,0
mantita,0
almohad,0
qr,0
mediante,0
app,0
solo,-1
falla,-1
va,0
perfecta,1
gustaria,1
saber,1
permite,1
facturar,0
web,0
hace,0
dias,0
pagina,0
web,0
roto,-1
maleta,0
viaje,0
argentina,0
hice,1
reclamacion,-1
pagina,0
funciona,1
tele,0
compania,0
aerea,0
iberia,0
discrimina,-1
personas,0
discapacidad,-1
visual,0
estrategia,1
iberia,0
crecer,1
peru,0
aerolinea,0
mas,1
pasajeros,0
transporta,0
europa,0
mas,1
segura,0
llama,0
ryanair,0
exitosisima,1
lowcost,1
cadorna,0
abajo,-1
dijeron,0
q,0
si,1
teniamos,0
comida,1
arriba,0
avion,0
dicen,0
q,0
malisimo,-1
servicio,0
ryanair,0
dicho,0
quite,-1
aros,0
perrdona,-1
jajajaaj,1
hoy,0
d,0
dia,0
nacional,0
andalucia,0
andalucia,0
libre,1
iberia,0
humanidad,0
republica,0
federal,0
viva,1
andalucia,0
libre,1
gracias,1
enviado,1
md,0
espero,-1
indicaciones,1
muchas,1
gracias,1
huelga,-1
pilotos,0
ryanair,0
pocas,-1
repercusiones,-1
alemania,0
mercados,0
acuerdo,1
suscrito,0
codigo,0
compartido,0
comercializacion,0
destinos,1
canarias,0
be,0
felicidades,1
habeis,1
superado,0
penosidad,-1
servicio,0
habeis,1
esforzar,1
alguna,-1
estimacion,0
saldran,1
venta,1
mandame,-1
mensaje,0
privado,1
numero,0
digo,0
q,0
metan,0
xq,0
administrador,0
proposito,1
intentar,1
volar,0
ryanair,0
sola,-1
vez,0
ano,1
vez,0
escuche,0
latinoamerica,0
necesita,-1
ryanair,0
precios,0
aerolineas,0
exagerados,-1
ver,0
si,1
cae,-1
cara,0
verguenza,-1
ultimo,-1
vuelo,0
compre,-1
iberia,0
salio,0
m,0
cada,0
vez,0
veo,0
email,0
notificaciones,0
pillar,0
bus,0
zaragoza,0
madrid,0
ryanair,0
trollers,0
ryanair,0
reconocera,1
tambien,1
sindicatos,0
personal,0
cabina,0
via,0
vuelos,0
madrid,0
malabo,-1
solo,-1
barato,1
llegar,1
africa,0
equatorialguinea,0
deja,-1
semana,0
viaje,0
maletas,0
despues,1
varios,0
enganos,-1
reclamas,-1
segun,0
corresponde,0
comp,0
muchas,1
gracias,1
cierto,0
azafatas,0
vuelo,0
mas,1
amables,1
visto,0
fin,1
ustedes,0
saben,1
manana,0
vuelvo,0
granada,0
gracias,1
ryanair,0
vuelos,0
jeje,1
pues,0
si,1
creo,-1
ryanair,0
devuelva,-1
pasta,0
tipo,0
duxford,0
aviones,0
antiguos,0
flotas,0
britanicas,0
concorde,0
vc,0
aniversarioiberia,0
exposicion,0
u,0
manera,0
viviendo,1
aviacion,0
comercial,1
especial,1
trato,0
indignante,-1
personal,0
cabina,0
creen,1
duenos,0
senores,0
avion,0
tratan,0
fotis,0
ui,0
ui,0
ui,0
ens,0
treuen,0
fins,-1
i,0
tot,0
ryanair,0
vueling,0
volar,0
helicoptero,0
ver,0
si,1
teneis,0
pelotas,0
ryanair,0
apuntala,0
rutas,0
reino,0
unido,1
brexit,0
licencia,0
operador,1
pais,0
via,0
nuevas,1
propuestas,0
cool,1
alpargatas,0
iberia,0
hechas,1
chile,0
mano,0
segunda,0
escapandome,-1
fin,1
semana,0
rumbo,0
lisboa,0
noteabordo,0
gracias,1
samsung,0
iberia,0
melilla,0
buena,1
opcion,1
visitar,0
ryanair,0
ofrece,1
billetes,1
euros,0
hola,0
vuelos,0
intercontinentales,0
turista,0
incluyen,1
algun,-1
tipo,0
comida,1
solamente,0
si,1
seleccionas,0
imagino,0
irias,0
avion,0
ryanair,0
desploma,0
bolsa,0
incremento,1
costes,-1
tendero,0
tienda,0
esquina,0
habria,1
tratado,0
mil,1
veces,0
mejor,1
solo,-1
hace,0
falta,-1
ser,1
profesional,0
modificar,-1
nombre,0
pasajero,0
reserva,1
congelada,0
hago,0
help,0
intente,1
comprar,-1
billete,1
tlf,0
ayer,-1
avios,0
decuento,0
residente,0
querian,1
cobrar,-1
t,0
im,0
pretty,1
sure,0
thats,0
the,0
problem,-1
cierra,0
incidencia,-1
pues,0
si,1
pretty,1
sure,0
inut,0
pq,0
vuelos,0
ryanair,0
gente,0
mas,1
ruidosa,0
maleducada,-1
pprque,0
gritan,-1
pq,0
quitan,-1
zapatos,0
pq,0
van,1
cadiz,0
coje,-1
